               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.049919,             0.19289,                   0,              0.7713,             0.67357,             0.75747,             0.34621,            0.048095,             0.20967,                   0,            0.002014,            0.002014,            0.002014
                 123,             0.04967,             0.19246,                   0,             0.77198,             0.67722,             0.75875,             0.34714,             0.04808,             0.20957,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.050042,               0.192,                   0,             0.77709,             0.67334,             0.75755,             0.34648,            0.048074,             0.20961,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.049723,             0.19223,                   0,             0.77421,             0.67463,             0.75729,             0.34657,            0.048097,             0.20941,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.049737,             0.19376,                   0,             0.77386,             0.67456,             0.75893,             0.34734,            0.048023,             0.20924,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.049779,              0.1943,                   0,             0.77572,             0.67435,             0.75955,             0.34719,             0.04805,             0.20931,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.049628,             0.19401,                   0,             0.77567,             0.67701,             0.75903,             0.34731,            0.048044,             0.20981,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.049668,             0.19144,                   0,             0.77455,             0.67704,             0.75957,             0.34808,            0.048012,             0.20939,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.049712,             0.19326,                   0,             0.77537,             0.67713,             0.76025,             0.34769,            0.048044,             0.20979,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.049912,             0.19152,                   0,              0.7726,             0.67794,             0.75905,             0.34698,            0.048034,              0.2094,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.049667,             0.19364,                   0,             0.77338,             0.67722,             0.75999,             0.34799,            0.047986,             0.20937,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.049358,              0.1889,                   0,             0.77574,             0.67699,             0.76049,             0.34862,            0.047989,             0.20928,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.049689,             0.19154,                   0,             0.77853,             0.67667,             0.76094,             0.34794,            0.048044,             0.20938,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.049737,             0.19281,                   0,             0.77771,             0.67623,             0.76156,             0.34914,            0.047966,             0.20906,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.049362,             0.18895,                   0,             0.77608,             0.67736,             0.76184,             0.34915,             0.04794,             0.20885,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.049494,             0.19088,                   0,             0.77429,              0.6784,             0.76153,             0.34961,            0.047926,             0.20929,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.049561,             0.19302,                   0,             0.77596,             0.67782,             0.76077,             0.34942,            0.047901,             0.20947,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.049436,             0.19018,                   0,             0.77643,             0.67586,             0.76026,             0.34847,            0.047973,             0.20921,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.049607,             0.19274,                   0,             0.77437,             0.67617,             0.75878,             0.34718,            0.048038,             0.20935,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.049498,             0.19117,                   0,             0.77723,             0.67581,             0.75988,             0.34813,            0.048003,             0.20938,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.049464,              0.1905,                   0,             0.77591,             0.67715,             0.75994,              0.3473,            0.048042,             0.20921,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.049561,             0.19044,                   0,             0.77678,             0.67362,             0.75895,             0.34751,            0.048026,             0.20923,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.049386,             0.18864,                   0,             0.77567,             0.67553,             0.75921,             0.34726,            0.048002,             0.20924,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.049712,             0.19229,                   0,             0.77607,             0.67745,             0.75964,             0.34771,            0.047995,             0.20926,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.049691,             0.19053,                   0,             0.77752,             0.67681,             0.76008,             0.34817,            0.047997,             0.20925,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.049178,             0.19063,                   0,             0.77472,             0.67681,             0.75985,             0.34818,            0.047958,             0.20922,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.049575,             0.19125,                   0,             0.77554,             0.67695,              0.7605,             0.34857,            0.047953,             0.20913,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.049765,             0.19108,                   0,             0.77814,             0.67664,             0.76072,             0.34875,             0.04793,             0.20912,                   0,            0.000232,            0.000232,            0.000232
